Trader Address,Trader Name,Account Value,Trading Volume (1d),Trading Volume (7d),Trading Volume (1m),Trading Volume (All time),PNL (1d),PNL (7d),PNL (1m),PNL (All time)
0x8bce7db571b9b60141eeff4d3ef374370f67925c,,170848.8709,0,0,1881055.62,10540571.49,18709.16561,1260.718335,-5611.184322,25061.87089
0x63c9d81fcd3f4ad880ccfedbd3fad433863e628d,MoreROI=MoreBeers!!!,249262.2795,0,1094.48,487655.95,2843420.35,18707.24569,2161.490519,-14979.07949,339529.2695
0xe4f0792e3a91c061593122fbfad9afe0271389e8,,190098.9516,0,0,0,199999.77,18695.08468,1777.658845,0,0
0x8a32e5fb1a5edd68ed195d5a8d6b00a6db361398,,218864.7488,0,0,0,0,18686.78647,0,0,0
0xe48fe6012f97b6a13c0ce5cef314caf66e972deb,,156547.5408,193889.95,1224000.94,5087388.17,35644259.44,18685.37614,-6904.301117,-58662.51594,268365.7208
0xb853d921062c83e79523dff1e3f0eec332e26934,,178128.4406,1411.36,159711.44,4105750.32,63304626.76,18670.26306,-1233.768189,-63719.67266,616144.7806
0xff6a85ee4505b699b3e4131f37b1dbd6872eb3b5,,176198.8356,0,0,0,295792.91,18648.51559,1302.41909,0,-9622.32
0x61b35e240c404399b8197468aeaecac51d4f86fe,,211024.6554,0,0,11427.3,27709830.19,18629.25746,12733.32448,-187.00915,769394.5854
0x7f70f12185d44067d45d1ebb21b497f311c7d67d,,110201.1582,0,891271.19,2368392.99,4051485.3,18606.96702,20148.9047,98590.43481,94570.3282
0x79d25082fa1a1fcc98efe13f58608e69ea3cfe0e,,71530.49318,0,0,578549.68,40797544.94,18598.56085,-584.722331,3963.601767,-279716.8201
0xf48a18e24c2399e409130e4d45ff7a9ab4456571,,183908.5171,0,452520.35,452520.35,452520.35,18595.81568,14351.84714,14351.84714,14351.84714
0x1165e3e0e9b84b3d70a468148ab4df94c775458a,,185091.4215,0,0,0,39221137.18,18592.34711,0,0,92526.97394
0x6ba6eff105062e1db7db083c5e5cf345d6cbaf7c,,210213.3415,1129.75,5685.26,67639.55,9458011.1,18587.79923,1045.709146,63.012574,221916.6715
0x76921b3d2d83fc9842b2f06a0219d2e26705a359,,188624.8037,72366,399443.45,2013396.79,9113468,18568.64748,-2863.974943,1689.15615,42919.17368
0x1671ae55c676cc50f3f7ae87fc3d037eac59c670,,223684.2364,3397.27,26495.81,792173.29,1541479.41,18568.29849,4931.405812,-315.890611,106.006758
0x06ce1f5d0ee2de871d962ed40df5e9ae81fae604,,218421.1263,0,0,131990.19,55494449.43,18556.68526,0,-10021.43812,-55399.37368
0x33aa99ae9522e5138713596d078ad59283823a0a,,455123.3958,0,85005.19,17389551.9,208134811.8,18549.86538,0,-166818.5579,-354946.1001
0x0f129afb3f51f0d549f4c98721e11fe9d9c46ce1,,217222.5428,0,223272.85,223272.85,1979605.05,18532.51903,7821.01158,-50403.89383,348335.8428
0x201680ed70ee42d67349dd25856baa5de382a215,,217015.8605,0,0,421144.02,421144.02,18529.17058,0,0,0
0xffb7cc90ccd6c2959939374293c005ff4d87326e,,175267.9301,0,0,7091.25,307098.88,18524.91001,1356.173903,-305.98429,147208.9501
0x3927af597c09774f91ef84bf765ded4109e9f8ea,,318607.1244,0,184192.41,777339.63,19336653.24,18515.61413,47479.96658,2795.518116,945143.9344
0x02e27b30a7209dbcaf8963845d0ec5cff80330fb,,166327.0647,0,154843.04,1383561.75,141954773.2,18514.21653,0,-42147.58781,273279.9447
0xba42c2dfbb5e876efd9dbd198ded5deb2bed68c5,,239663.1192,0,0,0,218308.95,18503.39375,1189.503884,0,21354.04921
0x3e2681e79877bdbcee74be466615d5107fe49026,,243740.659,0,0,0,529802.36,18500.63016,930.607604,0,11178.42546
0x075c707b6c1b95405cc5f00273ab1a2a946bb384,LightWeight baby!,142071.8421,149451.37,602348.43,3657800.65,54613576.47,18488.51703,37969.69985,-2985.524963,137037.3621
0xce2e220c4f1b22513a785c220f152907c6722f86,,602342.446,0,0,5995.96,4180701.47,18457.20124,8842.304431,0,1258.847775
0x3d848183c406deae93c2641c045a541cf1d4a6cb,,119673.2266,0,0,1036009.34,1177998.74,18436.37145,-27973.52221,-88632.34195,-120326.7734
0x3eeb3368c7676fae6a3496cb0ee2d3a99cb460e4,,103792.6719,15375.87,231473.03,1216404.46,1238430.92,18426.58904,7197.547421,9029.511195,9362.009657
0x3e402695f4c4ed8c65e2c29e42820da299bd6183,,176755.0474,49989.56,147975.43,1694984.31,17366530.2,18420.89258,14216.23911,-33526.90955,119794.2074
0x8ccf758d3d4438436bded26e15d8f16e7ef9813b,,174019.2495,0,0,0.01,3177034.41,18417.79984,1286.305861,0,77083.67951
0x2ef71b1abe1664c829d09adc9c1edc7ee6f4f927,,1688741.309,0,199999.76,199999.76,3624623.93,18381.88574,0.000053,0.01948,197330.449
0x323f35754b81fcd338ab35dc452b134ab127a973,,243777.1508,0,0,0,19002244.38,18369.65047,1715.525266,0,292006.4808
0xbdf2d95c464783f070665f6254b6d623db88d61b,,193918.3355,0,0,1672924.77,1672924.77,18343.86462,-10537.15122,-72291.84484,-72291.84484
0xb34519875ef21a74a3a5025b40b96288d1717f20,,263511.6338,0,0,176.25,159422000.6,18295.72763,0,-5.215699,17985.94384
0xb1e05e32c051e5d88ac20d667d36f3f963f69e97,,246831.1842,0,0,0,6870368.05,18292.93409,0,0,-42594.19583
0xda87ecdd8ecd471ea8991e34ced0258a90efde98,,76672.0859,1185111.03,3251034.97,7976070.18,1300931755,18287.16675,19301.56055,2983.961922,-435927.6907
0x44ff912d0f88e27419ec0ddc950096609a9b6997,,238125.108,0,3204.48,171487.99,13128639.6,18283.78605,-8914.133613,-146325.4669,-204923.272
0xcf082e60553c05918d7ec0416929e07b5c00209c,,111656.443,0,69654.02,5251553.06,154494480.8,18273.69381,-11731.28779,-417580.7027,1157496.173
0xe7492c49f71841d0f55f4f22c2ee22f024370840,,305993.5945,23017.24,203286.52,261951.89,261951.89,18254.51199,18622.8566,1075.519691,1075.519691
0xb8452370507965180c053b578403ba1347ded1ad,,105668.7392,139592.82,1771440.16,28233571.32,35573785.11,18248.93006,9772.543255,25704.19929,-284.92373
0x8facdd7ac767e942bfef2807d5c6bfba6c668360,,1216149.066,24869,972277.8,265090947.6,556932163.9,18226.08294,23230.08923,115571.5115,250957.3938
0x349eddf8e37221f96b1d96debe4339776272c77d,Stronghandsdmv,269488.5703,118637.29,1496899.59,34034867.59,109747841.7,18220.59907,-1914.667691,-9017.48422,298051.9503
0x6b41600ce9d883eae12e2dd64cdcbeb6dc87c0fb,,215658.0465,0,0,15063.27,519243.13,18213.84019,0,0,239796.6265
0x362e6c40e2210ef2a241c57012706ad36f7c3318,,135280.4915,511708.14,2724031.63,17957621.25,18783643.39,18208.88749,-36045.08928,-128416.0196,-123437.0048
0x0fe28b4950ce9abe91301d8d44e719387f652785,,58731.7109,0,367650.84,2700796.18,18017540.01,18175.17727,14822.36651,-21248.30189,397156.8109
0xf4939e64793fc85b68ec4ddb1697b01db3977134,,225160.9784,1094276.24,8131446.81,8719830.82,18045917.02,18164.63566,-1428.996097,24611.9204,145823.2197
0x1ecd67b2a0016d048b9a885cb93c1cb9e76e6009,,150604.3688,161418.19,340332.28,1048622.37,14269277.53,18136.97968,20397.86099,0,309465.4688
0x3a68c089d3c215633c15be460d7a69ab28e62f7d,,178945.0137,622959.21,1044493.19,4562934.22,14807807.3,18136.0585,8135.285406,4297.297464,-21190.27466
0x916f6cbd07c984a4b16e3481a415593d4bc8c80e,,261188.2764,0,0,0,111145.08,18134.01182,0,0,150043.1664
0x1f250e28b3963794e0b06c6ad3241569b9c2dd9e,,303984.0984,0,0,0,2748400.67,18128.58407,1276.38973,0,260871.3784
0x4d08a1ec94ca749be19a9209541ad4590375421d,,155408.939,0,1705257.12,3738523.43,90321951.84,18120.15224,11844.4286,-2739.334386,-181212.74
0xc20ab828cc8ab6b809aa0fe7e43f090dfa2b1911,,176198.8256,0,87437.25,95430.84,4424344.35,18119.14689,0,0,6351.555598
0x794610c609a26d488e1cd724fc3a011b54442e7d,,44976.99519,1226887.76,3539211.48,8562814.93,40675075.61,18116.1334,4849.219525,-14601.96832,-6558.154807
0x9168e4956342b8f2b84306b208f30894eff597bd,,958800.377,3331311.86,15885937.86,138812583.5,206892441.3,18114.99776,-60043.43572,39434.66047,-345552.1262
0xd70c9e61ba506a8cf1c25b54d14b25abdc048fd4,,188499.6319,231844.09,1019420.27,2134045.7,26050771.11,18114.50721,14154.80057,139.613272,744959.3119
0x40bad5177e3192bcec87c613719f6380db219603,,509469.1523,65999.78,65999.78,65999.78,3795069.26,18109.17286,41.796913,0,67710.85229
0xf3bafdc9052958a3a30d545f5f3a3f4794710c1a,,413725.7181,0,0,0,1908072.1,18102.73514,3093.095268,0,58143.39808
0xcd4d702fd7cca86345b5ff17812f1b34e2f5071f,,169899.7877,0,0,0,1078545.6,18102.34485,0,0,147705.2477
0xeaa987ba8a32610965015413a3db5d4a72477c8b,,234145.3497,0,0,0,1869771.19,18084.06207,1216.571812,0,-4446.830301
0x6a4e713d297af12c392cfc1240e32f3e6cd632eb,,179971.5961,0,0,461453.23,750625.87,18082.44608,0,0,0
0x051315fb7c07702b5adfa0d897c080c11b8082dc,,51830.12626,104076.06,194144.91,1228700.02,12922358.8,18077.35141,13885.4744,-98100.13622,651852.7063
0x2a88653cf5e3b4ab4325bd4d1f572896dae23d7b,,291477.988,0,1552,165510.1,10271925.76,18071.9335,-24010.62032,-95468.83892,-229526.862
0x921e70de96b631122bb4f5e9d00843429048f32f,,163140.49,0,0,0,983962.53,18069.4871,7807.174833,0,80644.60995
0x01d8296a6645ec20a3f9d19ae36aad7f4143c830,,127824.2838,0,9332.15,107427.59,5563606.48,18057.13946,2494.719785,-25186.05921,2881.993806
0x7eb612a8477c8f2e4bc05d71bd974c96f33bc281,,163765.6939,4241.1,28326.26,683959.47,37532290.68,18050.13756,5313.224896,-5238.272876,508529.6839
0x34b30004de2a462f60909642101d8638b1d89894,,198874.8639,0,0,241443.14,3656268.99,18032.91512,0,-0.006306,543577.4139
0x94c6cd47cf7fa8a9e3fbcbad2ddc889be321abf6,,222898.0654,0,0,0,164087.91,18032.07925,0,0,252847.1554
0x8f7807a1702c5ec94e921152d8532080f622e39a,,169669.5001,0,0,0,153560.84,18030.66563,5508.618871,0,62738.34013
0x48fdb8cc59efc30ab93a95b819e4d090f9b6ca62,,168077.7279,0,0,0,414999.89,18018.00693,4152.22425,8599.531433,473264.9179
0x6b744cfdcb3149194a7276c949ba43d9298fad7f,,233180.7499,0,0,0,0,18015.39915,1256.483877,0,45184.64994
0x612ca98c658c7a2de1f239a1d2a9e18c356e724a,,146208.5245,1175371.65,5739577.42,121817016.3,854818985.8,18011.20397,-68130.38976,-372976.7087,2013588.875
0xc1f80163cc753f460a190643d8fcbb7755a48409,,259095.9256,0,0,0,100428.35,17988.70978,0,0,163940.1056
0x4a7324b1d793f3014ca6560c78346420a65a2441,,298469.5219,0,1335080.36,1335080.36,8477376.82,17983.41913,-1498.75999,-1498.75999,47053.34194
0x453290d448047088504f83fa72839b79c6758f8d,,143127.2742,0,60215.18,5167280.98,378948412.1,17957.75721,2227.156823,-215238.2262,-207872.9958
0xcc07fbd0aa69923d45caa1aae2f8b42fef6dd368,,955168.7836,0,0,0,6275975.57,17950.32909,0,0,0
0x86b88aaf438fb47143204d52b058125c9163935c,,233559.7101,7591.72,10606.93,20641.54,1775047.48,17931.35801,140.05,140.05,1942.94
0x8273112c3bf845a959328fc474f4faa4aa61bc6a,,169544.9133,0,0,0,216768.68,17927.99371,5022.676625,0,-4202.597892
0x8a806bc475331f20022d897e4f9dc066bf0324c8,,142547.2547,23365.21,745259.05,2598586.42,24627953.02,17913.05443,1838.231856,-2985.329766,444598.8047
0x23f2494bd24a7478b7678c43a9045a3b3f438225,,179476.6767,0,0,7127.94,461718.62,17911.24787,0,0,59476.67667
0xe4d9263e8069f7b0f1f6ef14f0ac2debe318d2b1,,359278.11,273855.29,2042178.39,7954592.62,21022426.8,17908.75692,4854.02431,63742.68259,57185.36753
0x3c9f71ae57fea4a2e38c9d413705ed1fdcd9e3da,,384300.1037,0,0,199999.37,606313.36,17895.12731,3514.730356,0,125640.8137
0x9e02aca9865e1859bb7865f6f64801e804a173df,,3534803.491,1133719.73,24520383.71,50413495.24,121999452.2,17876.90057,146283.589,-553014.8777,671294.8412
0x480741c7740ae259351585aa50f7ea22cd4ac478,,591023.8759,290501.29,2162547.12,25474934.31,475463528.8,17876.85572,-5613.288737,-26610.5983,887981.7259
0x53df0656766068a06369c668a098c1ce62f91cef,,124218.2157,0,0,0,703236.24,17863.75537,10855.73358,0,768221.7857
0x9e55b0e43b7f7f3909af841d326b2dadfda9392e,,291198.8342,119252,345964.58,12000640.51,39076442.12,17837.26607,7302.980835,33384.57603,398310.9942
0x680a0f7b101ab411ef6a5a85521b90cda8997f9c,,177316.5005,0,0,0,276011.38,17824.97669,0,0,2691.009059
0x05b51f53f09155478af947f0b6bfca30f2fc3aaa,,324271.0357,0,22820.07,154819.26,3046404.3,17821.56235,18816.58006,751.579564,331084.0757
0x52860b219f340b72665081a4148fc01adf14a68c,,462335.8907,0,0,0,3381453.67,17813.6322,4920.901443,0,-7678.739307
0xbe7e9a3551e091de1467c21d70f5681e2c4f4354,,168457.5632,0,0,0,470099.66,17811.31207,4988.900226,0,333783.2632
0x8caa484392c4ae1ce6af2c70aa97a3b835da3fef,,465877.6825,0,0,0,3592035.57,17809.90552,0,0,-310.223717
0x07d126ea3add785dad32dc0931f9d09f37a67db3,,225202.5827,0,0,0,175723.58,17804.21956,4212.304364,0,158488.4527
0x948eeb38506cfb93ced14bb52b3c3ca696e2f283,,261163.1012,0,1735.34,3348.08,29191089.07,17800.81615,-109.84622,-44.610542,403300.6912
0xf8a93c648c596b3f5f2df8d5bda41010a5aacc84,,167996.1286,0,0,0,0,17784.3726,1277.155907,0,0
0x4e21768ceeac8c6318f6fd99c2bd1806867dbfbe,,80717.93602,9999.59,10285.46,315981.66,10821615.25,17783.48508,277.872171,-40176.96703,119198.386
0x137cac6b0c20e905bf476ee2fc7987d82abc874c,,61036.47969,0,0,120684.1,51258403.82,17778.5859,2315.020068,-52038.3691,-216659.7903
0xa85dcfc6f0fe8d580c0510d49b41aa282aaa8bf9,,235656.309,0,0,0,80274.59,17759.48267,1654.96231,0,155381.679
0x4ce2d7689b54a208c770427d01a4e1b308b64766,,229703.6081,0,0,0,78968.56,17747.37123,1237.814951,0,11797.86813
0xb88df30e615c0e63237decfaece9fd958f4ae769,,585603.6345,1291579.59,2211393.92,15823793.34,236155198.7,17743.9687,97817.27003,201787.5854,1067645.224
0x7fd7bf999bfac683bf2535a80be45d17012aafa3,,167564.3204,0,0,0,56.9,17743.90366,1310.265567,0,0
0x6abc111bd22bb38e649f81be60dfbeb35648aac6,,47787.04651,18664.66,375832.89,76433091.48,168225419.8,17731.79197,18900.41901,-84288.56368,243532.1065
0xf29a9c5a1eacefac22cc9819dd6f72b094f94532,,505681.6498,0,0,532.43,303527.96,17706.41586,0,0,0
0xad2366a1370faf1a2d442922d4a9a84ea8989b97,,221090.9364,0,0,0,121758.19,17701.43897,3678.99842,0,7475.846432
0x1501906a12af81405f3d3f7c523c3a299f576ac0,,264273.2261,0,0,1060854.51,13932091.69,17696.56252,4888.637322,28764.51781,185328.1561
0x9db82c502472d76742fdd69609dfcc6e01327401,,303171.4851,201444.72,513999.05,4492169.41,25528910.46,17695.06311,4812.936005,17325.6446,249447.8051
0x309d7f8f1f510236ddad742b44d39edea3cc05f9,,167766.8852,0,0,0,1765370.46,17673.58603,4882.452583,0,81356.58525
0x26d7b4fe67f4601643304b5023b3caf3a72e8504,,166085.4853,0,0,488609.89,21401680.01,17673.0982,0,-10223.86595,262108.2353
0xc0015d0a7ae63340d50fe0aa399e66982f70dc63,,611530.8853,0,41977.98,1123380.21,14301255.25,17671.5787,6109.244132,-87446.77451,-22053.59983
0x72d387c571d62ceaf360e51d021aceea070d4195,,301488.8575,8599.64,66181.13,247037.61,748956.27,17667.88003,0,0,0
0xb630349ac1202076568bea576086a4751a1957b6,,210118.712,25273.85,42999.41,77476.16,562064.5,17661.69214,2659.146119,0,0
0x07966666693a01ed4ecc9789aa8b65fa4f817276,,166915.4401,0,0,0,132928.82,17639.11336,4872.75888,0,71950.14013
0x1e934e8226b3f2cfdf262f10ef019d5574a4dbb3,,597557.5917,0,0,0,9865546.17,17632.84335,0,0,1655913.113
0x67ddc20dcc09e8d477fd763f9c33e7dec014d0a9,,78129.79449,554833.03,4124059.55,36312717.52,333005394.5,17619.77554,717.947425,-556715.7903,-1008237.706
0x600ecc799a29a9415c79aa5d0e9d4ac0dc4ca9aa,,176653.6955,0,0,0,133333.18,17607.32078,0,0,183927.6155
0xb060f3c091ab16e26fdb8bfb61fc8c9e1fc8d2c9,,171544.6026,374007.96,1869452.83,10014710.94,22173342.86,17605.5861,-613.395208,-38375.20431,-65454.39744
0x61212de7b1cd7eab4d792d75969c49e8ff5c427d,,143638.1091,719508.89,1178836.81,28457831.67,117568925,17597.7759,8681.434205,-35901.633,-143262.7909
0x95392ae361dc95b3ef678230f383e9392c8fc2e2,,166053.1094,0,0,0,4559989.24,17583.66928,1297.710405,0,65825.26
0x34d33620f80b72fef28d2fd07a41cea4bc26d33d,,218184.0001,0,0,109813.97,5037194.15,17581.06013,10580.29419,-104934.7362,-104616.6199
0xf1e1845f0b01a6184b1d25b83ef1aca8fac5d372,,166277.7891,0,0,0,34882074.6,17574.72318,4868.833437,0,259327.0691
0x17a04a7e8c3777aca802f6526535715317339cbd,,377540.2337,0,0,0,4520445.24,17555.12254,0,0,-6643.159856
0xb0a964a52f4fa6284c982500419495534b7f7baf,,212932.7938,0,0,145589.44,212628.42,17552.3196,0,0,576497.9338
0xff218cdbe095aee9dd0adf8487ee45b1caf5f030,,169316.2425,0,0,0,2431727.83,17548.85575,0,0,14398.00246
0x819f8bcf70352354995687ef5c020f3fc3b0a8d2,,278443.9479,0,0,523.72,845819.08,17541.20638,361.923824,0,74849.53787
0x5fa275ba9f04bdc906084478dbf41cbe29388c5d,deez nuts,166382.7769,0,919.47,919.47,3229645.09,17540.13876,1881.472262,0.002886,339591.1069
0x482b0f4dad512fe086e121882a81e34c374acae4,,186138.9417,0,13738744.83,245930610.8,980964632,17524.51546,-119226.5873,-561786.2261,-1478045.87
0x89c365a26762daac9467b75d689e4706af68ee3d,,174371.451,0,0,0,0,17519.81574,0,0,0
0xb72c031fce92dd6627685c4edd225342eb2edd5f,,1695436.772,0,0,0,2865329.51,17500.74992,-2512.285731,-31024.02107,206000.6018
0xbd99df101af0ed669d4ed5a447a4c4102d94ff06,,165323.1749,0,0,0,1313134.78,17497.38417,1222.023695,0,-12066.80222
0x2efb02f7a4836961628d008b5b5e754c7cea7b9b,,166713.6318,0,0,0,6019604.15,17489.87882,0,0,-825204.5282
0xacb900a6518b6a74aec7da8400a61c41ab741056,,139940.527,42113.72,42113.72,417977.3,686852.71,17488.51305,14534.05762,22789.49392,-10563.04113
0xf165a9793a270c1347badf883f48c36cb5e2310e,,208204.643,219742.68,788273.1,2610820.92,29561042.99,17479.15766,116.343578,-771.561209,178959.913
0xf2dcefa56f3d9f056cd2d02d4ac1d62256b7cb02,,206213.3925,179973.39,503087.91,2745575.54,66658232.6,17474.3781,5089.500333,-59.343363,60119.61251
0x88af152cee9b64f952306fe2c07a0c9af8bdf879,,194716.4677,0,0,0,15120485.7,17470.95844,0,0,185782.7077
0x916e44473f986d82b8a8e47e51b919e0b855942c,,224236.8765,69431.55,188370.88,832277.1,195338310.7,17451.1023,-1532.897413,6318.069922,308471.6865
0xae802b9360fb59b2d6cb15c5e329714c1f1f117b,,163290.5075,0,0,23851.15,6642175.2,17434.13981,-519.910788,-3348.009733,214686.5875
0x06c18cc357a1bd0d007ca5b21f23b04ece651593,,231500.8069,0,0,597863.91,959414.55,17433.84071,1528.291231,0,0
0xced04e15ca313ccb909290de7564c973fbf7ad20,,164673.3851,0,0,199999.38,199999.38,17428.66119,1217.224056,0,0
0xb9f3c7aa5ceae0cb7256e5129d52d7c65acc3fef,,514122.8502,0,0,0,11307214.03,17425.717,0,0,1132438.764
0xab04d040dec929a204298d44701476968b238b69,,465619.3532,714521.24,10237647.98,56251893.23,404786575.6,17414.04459,-19213.37086,-379452.5457,-693259.1268
0x8dae4b174dba18b3825b530d22c3141aefc93dfe,,127987.8113,0,0,0,1026110.13,17394.66391,4636.387979,-35140.78273,30611.99406
0x24cd6afd39fd69d3c1b78e9140a669b0e93ee02e,,192755.5008,0,0,99984.53,200054.43,17390.53375,0,0,0
0xac6da909f2132e680aa4998263da00f519c1946b,,1094785.198,468267.64,1727851.05,19740308.03,31705231.61,17383.54048,26265.29733,-48307.60089,-107633.3172
0x9d3095d463327f32d9c0b6cb99a56116e2f316d6,,202033.0948,0,3776.84,2800370.46,18577862.4,17383.29832,1051.31692,-15852.75662,53252.50481
0xcd43eca7eefb55867c4f3db3ca67bb602bd2a127,,109290.6738,0,90559,133919.49,1422438.28,17383.11959,4234.655396,-88079.00209,-67590.37623
0x4391c22edeece3a9aa5b8f3c1a3a25378980ff10,,197100.6044,79330.74,559358.53,4158200.14,24767238.72,17374.44563,1177.955753,34577.23924,-95743.45564
0x369dcbf80224c72098b2bc4bad86f4d9adbcacd4,,203471.9459,0,0,0,1859870.78,17372.25911,0,0,-416179.603
0x9e2f8a58da8192b1aac60505700184bd00399781,,454364.4542,0,0,0,7670336.19,17369.76976,0,0,1133230.974
0x196150cc6deccaa5fb2cdc4c5c8ce7403a30948f,,250287.6882,0,0,0,951682.78,17363.25583,0,0,0.006094
0xb3b60a1fd4d8241bfd7b285c3560d75135350582,,110840.0815,57936.71,172828.52,689551.77,4030320.9,17361.38959,-16951.1023,-37793.96243,23991.72542
0x6a452e5d27687458527b89ef5d706965a3cb5ed1,,232235.9259,0,0,0,280908.22,17321.65338,1635.538324,0,71729.17587
0xcf15a5536dad7a3f73e4a65093057b097d397e1d,,201084.2258,7129.68,26787.86,652022.65,54845549.97,17250.63851,3692.445274,-9577.650492,-90528.8042
0x85470bcf068270e1eb9e3041d1fa9888628c4722,,847349.9019,0,0,2704337.68,47762122.23,17245.85724,2538.506915,-4731.91,-1343541.43
0x4d4f21793c9e21d75c9f461ff8bd1385953cc4bd,,42968.88593,144728.62,148137.82,2867439.84,14406770.97,17242.36076,-3837.146344,16238.94475,-42339.45464
0x802d5eb9932297775460ba2ba90d339938fff417,,107953.99,0,0,27746.56,460065.32,17228.05922,-6187.062654,1780.210901,-4928.13428
0x0c51fe7923bee4c22a84c5b4109e0c5336d8fde2,,115852.1806,68826.8,221600.25,3517248.54,277246143.2,17217.37602,7581.926225,-40555.48547,1007906.561
0x0bfcf0ab6b92d50659b44d26123243532187fbd1,,535603.5373,0,0,930726.39,930726.39,17210.63794,8533.257683,0,0
0x6984c22daf9ebee1b5a2bdf4ec000ffdca4aeb96,,162851.9721,0,0,0,132782.18,17209.33669,4754.042235,0,98158.21211
0xc226b99e3ac46a85896cec546c32a666dad27362,,172901.4826,0,0,0,11414547.09,17203.31188,0,0,164301.6626
0xdc123fb83ff6e50930de64a6bc32981af4ca3517,,174769.3163,0,0,0,31396769.45,17181.64443,1601.642555,0,163101.7463
0x93a1b57fab7368088a46ae90c83bc2d3beb959b9,,407533.5831,0,0,232829.29,483514.59,17165.86495,0,0,0
0x0f9c4b57f918a3161c906c137e637e2f5b3457a7,,384773.5174,0,1073.19,2380211.93,22877062.2,17146.32121,5508.910932,-43583.59277,347038.9174
0x2fbe8b75256506ce5a7d29c69506916d9676ef1f,,222011.1127,0,0,0,83290.1,17140.20663,1101.870426,0,0
0xa736cf3027a3f8bae6c716847414a62054a76f4f,,162179.2756,0,0,0,193108.47,17139.37064,4734.714264,0,0
0x302314b1b6e0b0590fb72c39e3a7819e63eaafc3,,160878.192,0,0,0,179015.32,17136.92687,0,0,0.011292
0x6a56d5665bae79056207c8605c7fa5421737711b,,341915.8987,15092348.06,95541583.87,1428038052,2093890664,17131.58939,-125526.4288,91832.24113,-943159.5736
0x182b291f4d80bf89371ff016228b4facba2d4630,,105050.8544,0,0,30378.93,13197081.26,17123.94896,-26880.51449,6365.422268,-350101.5856
0x6e5ba5499bd4bba442dc88242f9c7929ad3151ee,,199052.345,0,1498.03,51721.73,1943550.53,17121.56521,2564.991707,0,836115.755
0x6b6524ae0878152b4376699d51384042b8b0bea5,,204664.4042,0,0,505369.71,893142.97,17111.46954,-2177.291094,-68249.59197,-62558.7382
0x407afe1e87bf741293d47e562b107a633e678562,,846894.9411,2009662.9,14197785.24,65544681.08,842735820.8,17109.23774,11763.60732,250528.052,1948793.301
0x436f5df1d08546405d37ff10c60e0d515adcd534,,189529.934,0,0,0,0,17108.78566,0,0,45129.90405
0x16159d7ca98069177a57b9afe876284eeeafd909,,170130.591,0,0,0,1121781.09,17101.31037,0,0,168815.171
0x4f8050b8d970b88850b0e7be2765c69dca004cdd,,56142.01033,0,19902.65,7899227.16,121912352.5,17084.47942,-19496.63395,-47763.60043,-103760.977
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,,2128971.272,1468859.4,1971635.97,2714006.39,62029995.83,17070.91517,15621.76954,404533.3599,3420528.972
0x60a504e46b06b3314dab1f405e69f91510327420,,137897.3382,0,0,325789.98,16821379.43,17065.05618,0,-226.397937,302311.2882
0x90fabe9922786d56067f5976a43164df3a350f23,,169781.2097,0,0,0,1113946.75,17062.4051,0,0,103367.4397
0xac8fb88da61813a9247ffa2060082f352c39b6c6,,161281.2387,0,0,0,125328.72,17032.65951,4770.131182,0,33842.82868
0x920ee58bc2cd9edc95445d03d7f61bb97fe1b3ce,,244903.812,0,16860.63,935463.44,6995632.87,17032.51569,6439.307956,-3353.872687,-4318.658048
0xa1ed956f5da40a0c2876ee0098e3b9fcfad0d4ed,,73954.12554,59864.33,90061.34,12599607.27,14756645.42,17024.6916,-16218.33755,-236306.3649,-300355.0145
0xc7713bd1aa90a1df4b628cda6fcad141848b58ae,,401306.9347,0,67817.91,1654280.04,32986676.61,17021.86663,3662.909146,770.616576,-146811.8553
0xde920aabf2d54c3b627ac7b85f6d44aa897921de,,224978.6158,0,29995.42,79987.72,2315794.17,16990.24023,-740.977763,-5204.129253,16264.95075
0x5d72e72e686e7c914f72e6da68c7f0426d12e708,,72763.24837,154731.85,1175085.02,1556020.42,416958945.4,16989.60555,6105.580934,8902.75365,-11010.50163
0xd0868e73a4cf27319c6d36778f17594dbf88aeab,maximino,151786.6045,0,34.9,213740.35,28606824.62,16982.88049,0,-22118.56542,53169.40454
0x59d865e4cf246b4a0100072541d3d3c389a6e45a,,904401.21,0,0,0,1997102.36,16982.8498,-37741.15371,-335978.0626,-1592659.71
0x015ceb12e7ad292d56e8f264277c0ef07675ce81,,223024.4246,0,0,269693.23,52031342.63,16980.97239,675.147672,-53963.53478,-84363.2654
0x4de4e79bcb57699ba27bbe69d919ab54e42daed3,,75098.923,70743.66,11218909.22,21560391.35,110205184.7,16974.39277,-24949.49308,-108886.3617,-203410.4602
0x81dd236893b50383256aee3ccd6ded98fdd155b6,,1259425.583,0,62267.22,338692.57,31505280.29,16973.72788,6673.921951,73990.02224,104504.6162
0x9a93122a29ceb8f3712be55f8d78f930f4df34a1,,198753.0175,0,0,0,683740.86,16969.65227,0,0,655992.2075
0xac7b81ac3e0e987dc2166f51b39221910cbdc11e,,218181.3883,0,0,22265.86,367079.74,16965.38892,1162.616639,-355.304818,-545.124818
0x329c13d9b2330ee24ca11282bdda32c206018c90,,293842.4166,0,0,15097.07,1456512.98,16964.70479,3810.322623,0,-10652.66557
